Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,971236,-,-,-,33.93,-84.34,-5,317,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,8,30,36,494,102,4.7,0.1,0.9,86.61,6.8,983,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,9,30,47,815,289,6.1,0.1,0.9,78,9.8,983,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,10,30,52,912,442,7.8,0.1,0.7,72.26,12.7,983,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,11,30,56,952,546,8.9,0.1,0.7,65.35,15.4,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,12,30,56,965,589,8.4,0.1,0.6,56.54,17.1,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,13,30,54,962,571,8.2,0.1,0.5,53.39,17.8,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,14,30,51,928,489,8.7,0.1,0.6,54.28,18.1,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,15,30,48,852,355,10.1,0.1,0.6,63.31,17.1,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,16,30,41,693,186,11.9,0.1,0.7,81.01,15.1,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,17,30,17,238,25,9.5,0.1,0.9,76.87,13.5,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,18,30,0,0,0,8.8,0.1,0.9,75.58,13,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,19,30,0,0,0,7.6,0.1,1,74.86,11.9,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,20,30,0,0,0,6.6,0.1,1.1,72.62,11.3,983,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,21,30,0,0,0,5.8,0.1,1,68.7,11.3,983,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,22,30,0,0,0,5,0.1,0.7,62.05,12.1,983,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,23,30,0,0,0,4.3,0.1,0.4,57.43,12.5,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,0,30,0,0,0,4.2,0.1,0.4,57.92,12.2,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,1,30,0,0,0,4.4,0.1,0.7,62.35,11.3,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,2,30,0,0,0,4.4,0.1,0.9,67.93,10.1,983,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,3,30,0,0,0,4.7,0.1,1,74.88,8.9,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,4,30,0,0,0,5.2,0.1,0.8,83.91,7.8,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,5,30,0,0,0,5.7,0.1,0.6,90.09,7.2,983,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,6,30,0,0,0,5.6,0.1,0.6,92.64,6.7,984,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,7,30,0,0,0,5.3,0.1,0.7,88.6,7.1,984,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,8,30,33,457,94,6.4,0.1,0.9,84.77,8.8,985,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,9,30,62,696,269,7,0.1,1.1,75.11,11.2,985,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,10,30,58,883,437,8.3,0.1,1.3,69.79,13.7,985,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,11,30,117,726,492,8.9,0.1,1.6,65,15.5,983,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,12,30,87,871,570,9.5,0.1,1.7,63.67,16.4,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,13,30,66,933,570,9.9,0.1,1.7,63.77,16.8,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,14,30,167,446,379,10.3,0.1,1.5,66.51,16.6,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,15,30,97,556,299,11,0.1,1.2,73.81,15.7,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,16,30,57,490,161,12,0.1,0.9,90.67,13.5,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,17,30,16,169,22,10.8,0.1,0.9,96.51,11.3,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,18,30,0,0,0,10,0.1,0.9,95.2,10.7,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,7,19,30,0,0,0,9.9,0.1,0.8,98.77,10.1,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
